Date,Mean Temp (C),Max Temp (C),Min Temp (C),R. Humidity (%),Wind Speed (m/s),S. Pressure (kPa),Incoming Radiation (MJ/m²),Outgoing Longwave Radiation (Rnl),Net Radiation (MJ/m²/day),ET0 (mm/day)
13-09-1985,24.86,29.29,21.08,79.12,3.74,95.75,1.1837,-1.3514,-0.44,1.3464
14-09-1985,26.15,32.52,21.22,76.0,3.74,95.73,1.6995,-1.2178,0.0908,1.7758
15-09-1985,26.57,33.02,21.37,74.94,2.95,95.92,1.7323,-1.2013,0.1326,1.5649
16-09-1985,26.98,33.25,21.87,71.5,3.4,96.07,1.8619,-1.202,0.2317,2.0276
17-09-1985,27.16,34.01,22.29,70.06,3.47,96.1,1.7842,-1.2396,0.1342,2.1666
18-09-1985,27.23,34.08,21.23,68.94,2.52,96.14,1.7211,-1.2594,0.0658,1.708
19-09-1985,26.61,32.84,21.04,71.44,2.38,96.11,1.8075,-1.2251,0.1667,1.4984
20-09-1985,26.15,32.73,20.82,72.19,2.63,96.04,1.8939,-1.218,0.2403,1.5961
21-09-1985,26.39,33.66,20.84,70.69,2.67,96.06,1.8861,-1.2335,0.2188,1.7155
22-09-1985,26.33,32.15,22.08,75.44,2.76,96.07,0.2402,-1.5485,-1.3636,1.0565
23-09-1985,25.14,29.41,22.37,81.25,3.6,96.07,0.5685,-1.4398,-1.0021,1.0454
24-09-1985,25.68,30.73,22.13,80.69,2.91,96.19,1.6537,-1.1646,0.1088,1.1658
25-09-1985,25.98,30.77,21.51,78.94,1.95,96.33,1.8084,-1.1276,0.2648,0.9556
26-09-1985,27.24,32.58,22.02,71.25,1.63,96.34,1.8956,-1.1551,0.3045,1.1457
27-09-1985,28.14,33.7,21.8,61.06,0.98,96.27,1.8688,-1.2798,0.1592,0.9608
28-09-1985,27.26,33.89,21.23,63.06,0.93,96.28,1.9993,-1.2591,0.2804,0.9063
29-09-1985,27.35,34.51,21.15,60.38,1.58,96.36,2.0183,-1.295,0.2591,1.5192
30-09-1985,27.76,35.42,21.4,59.88,1.36,96.38,1.8636,-1.3305,0.1045,1.3242
01-10-1985,27.83,36.17,22.34,56.25,1.51,96.4,1.8446,-1.4102,0.0102,1.5747
02-10-1985,26.75,35.15,19.37,62.88,2.34,96.46,1.7548,-1.3479,0.0033,1.9048
03-10-1985,26.68,33.19,21.68,70.81,2.5,96.23,1.6286,-1.2535,0.0005,1.5645
04-10-1985,25.28,28.9,22.89,82.25,2.83,96.09,1.5077,-1.1762,-0.0153,1.0002
05-10-1985,24.73,29.02,22.4,83.5,3.29,96.08,1.5854,-1.1733,0.0475,1.0603
06-10-1985,24.42,28.02,22.28,87.69,3.4,96.14,1.5768,-1.129,0.0851,0.8109
07-10-1985,24.07,26.81,22.38,89.94,3.7,95.89,1.7436,-1.0738,0.2687,0.739
08-10-1985,25.04,28.82,22.27,86.25,3.06,95.69,0.8104,-1.2886,-0.6646,0.6563
09-10-1985,25.15,29.57,21.96,89.25,1.95,95.9,1.5863,-1.0574,0.164,0.4883
10-10-1985,23.06,26.9,19.44,82.5,1.98,96.4,2.0174,-1.1279,0.4255,0.8008
11-10-1985,21.69,27.9,17.17,72.31,2.39,96.36,1.76,-1.3903,-0.0351,1.2645
12-10-1985,22.15,26.62,17.94,81.44,3.99,96.13,1.5604,-1.3023,-0.1008,1.231
13-10-1985,21.76,25.4,19.51,85.38,3.99,96.12,0.9435,-1.453,-0.7265,0.8275
14-10-1985,23.3,29.48,18.33,78.0,2.2,96.14,1.2856,-1.3794,-0.3895,0.8769
15-10-1985,24.12,29.98,19.02,65.12,0.69,96.08,1.798,-1.363,0.0215,0.5577
16-10-1985,22.66,30.33,16.53,62.81,1.41,96.17,1.709,-1.4825,-0.1666,1.0749
17-10-1985,21.65,29.55,15.32,65.31,2.1,96.24,1.6891,-1.4858,-0.1852,1.3996
18-10-1985,21.62,29.52,15.23,63.75,1.84,96.29,1.8291,-1.4533,-0.0449,1.3381
19-10-1985,22.69,30.12,17.48,52.25,1.18,96.48,1.7859,-1.6005,-0.2254,1.1697
20-10-1985,21.47,29.92,15.16,49.81,1.34,96.7,1.7453,-1.6787,-0.3349,1.336
21-10-1985,20.98,29.83,14.98,54.25,1.33,96.87,1.734,-1.6353,-0.3001,1.2079
22-10-1985,19.69,28.99,12.01,60.75,1.55,96.86,1.6597,-1.5958,-0.3178,1.1424
23-10-1985,19.81,28.88,12.2,59.88,1.57,96.78,1.6667,-1.5952,-0.3119,1.1842
24-10-1985,20.3,29.25,13.42,59.5,1.54,96.79,1.7029,-1.5753,-0.2641,1.2043
25-10-1985,20.45,29.38,13.21,60.69,1.72,96.86,1.7159,-1.5437,-0.2224,1.3051
26-10-1985,21.83,30.16,15.25,57.69,1.28,96.88,1.7263,-1.5377,-0.2085,1.104
27-10-1985,22.21,30.77,16.27,57.12,1.15,96.83,1.7263,-1.5398,-0.2106,1.0248
28-10-1985,22.02,31.3,14.38,54.94,1.18,96.76,1.6883,-1.5787,-0.2787,1.0829
29-10-1985,22.64,31.67,16.76,51.69,0.92,96.72,1.671,-1.628,-0.3413,0.9102
30-10-1985,21.95,31.58,15.1,55.88,1.34,96.77,1.5448,-1.6301,-0.4406,1.1625
31-10-1985,21.48,30.77,14.18,55.81,1.56,96.95,1.6295,-1.5964,-0.3417,1.3571
01-11-1985,21.6,30.39,14.78,53.56,1.56,96.89,1.639,-1.6159,-0.3539,1.4247
02-11-1985,21.59,30.76,14.4,55.25,1.65,96.9,1.6649,-1.5784,-0.2964,1.4635
03-11-1985,21.35,30.71,14.08,58.88,1.84,96.93,1.6986,-1.5192,-0.2113,1.4978
04-11-1985,21.1,30.55,13.75,60.44,2.2,96.92,1.7038,-1.5,-0.1881,1.6824
05-11-1985,21.62,30.56,14.49,57.88,1.87,96.74,1.7107,-1.509,-0.1917,1.5622
06-11-1985,21.64,31.2,14.57,57.25,1.59,96.65,1.7012,-1.5243,-0.2144,1.3767
07-11-1985,21.34,31.16,13.77,59.38,1.88,96.75,1.6658,-1.5135,-0.2308,1.5081
08-11-1985,21.94,31.56,13.73,57.5,1.25,96.71,1.5777,-1.5476,-0.3328,1.0605
09-11-1985,22.44,31.48,13.88,58.19,1.36,96.48,1.4515,-1.5631,-0.4454,1.1
10-11-1985,23.28,30.35,17.94,59.81,2.04,96.42,1.4455,-1.5212,-0.4082,1.5857
11-11-1985,23.6,31.4,17.57,59.81,1.82,96.61,1.4956,-1.4884,-0.3368,1.4649
12-11-1985,21.98,31.19,15.17,55.62,2.39,96.84,1.5777,-1.5672,-0.3524,2.0326
13-11-1985,21.37,30.58,14.09,60.94,2.01,96.86,1.6001,-1.4945,-0.2624,1.5197
14-11-1985,21.7,31.23,13.98,60.56,1.45,96.74,1.601,-1.4858,-0.2531,1.1485
15-11-1985,20.51,30.68,12.85,53.38,1.67,96.7,1.5915,-1.6191,-0.3936,1.4981
16-11-1985,19.74,30.06,11.83,53.88,2.04,96.82,1.5396,-1.6492,-0.4636,1.7336
17-11-1985,19.9,30.15,12.31,53.19,2.2,96.81,1.493,-1.676,-0.5264,1.8786
18-11-1985,19.9,30.62,11.85,51.19,1.63,96.67,1.4083,-1.7419,-0.6575,1.4565
19-11-1985,20.4,30.69,11.77,48.69,1.3,96.62,1.3962,-1.7584,-0.6833,1.2197
20-11-1985,20.76,31.07,14.07,44.0,1.48,96.65,1.4593,-1.8079,-0.6842,1.568
21-11-1985,21.15,31.2,12.73,38.62,1.38,96.73,1.5034,-1.8371,-0.6795,1.6136
22-11-1985,20.12,30.76,11.69,42.94,1.81,96.77,1.5077,-1.7872,-0.6263,1.9279
23-11-1985,19.98,29.21,12.4,46.12,2.23,96.71,1.4956,-1.7376,-0.586,2.1594
24-11-1985,21.16,30.55,13.9,49.12,1.48,96.73,1.5189,-1.6637,-0.4942,1.4488
25-11-1985,21.65,31.12,13.44,48.31,1.39,96.83,1.4714,-1.6773,-0.5443,1.3827
26-11-1985,21.73,30.87,12.99,54.12,1.4,96.89,1.3556,-1.6348,-0.5909,1.2004
27-11-1985,22.43,31.53,13.85,53.25,1.16,96.89,1.2614,-1.6726,-0.7013,0.9933
28-11-1985,21.76,31.07,13.26,53.81,1.32,96.86,1.3254,-1.6528,-0.6322,1.1323
29-11-1985,20.98,30.63,13.29,56.12,2.04,96.98,1.3867,-1.6206,-0.5529,1.657
30-11-1985,20.21,30.06,12.71,44.38,2.34,97.06,1.4057,-1.7956,-0.7132,2.3454
01-12-1985,19.67,29.54,11.77,46.31,2.21,97.06,1.4299,-1.7572,-0.6562,2.1239
02-12-1985,19.76,29.48,11.76,42.5,1.9,97.01,1.4671,-1.7845,-0.6549,1.9883
03-12-1985,19.83,29.87,11.83,39.88,1.87,96.99,1.4576,-1.8294,-0.7071,2.0565
04-12-1985,19.23,29.47,11.35,38.75,2.05,96.99,1.3841,-1.8971,-0.8313,2.2301
05-12-1985,18.98,29.9,10.08,35.38,1.58,96.87,1.4455,-1.9108,-0.7978,1.8481
06-12-1985,19.52,30.16,10.19,37.12,1.67,96.8,1.3789,-1.9069,-0.8451,1.8909
07-12-1985,19.0,26.86,11.89,37.56,1.39,96.8,1.201,-1.993,-1.0682,1.4379
08-12-1985,20.57,31.01,11.55,40.62,1.2,96.78,1.3141,-1.8732,-0.8614,1.2848
09-12-1985,20.49,30.29,11.93,43.75,1.64,96.57,1.3539,-1.799,-0.7565,1.6819
10-12-1985,21.15,30.82,11.94,46.19,2.02,96.42,1.3634,-1.7356,-0.6858,1.9934
11-12-1985,22.33,28.23,17.03,37.94,1.51,96.55,1.2701,-1.8942,-0.9163,1.7005
12-12-1985,21.19,25.33,18.52,63.44,1.38,96.74,0.7828,-1.764,-1.1613,0.7272
13-12-1985,22.31,29.39,18.17,57.38,2.04,96.75,0.9651,-1.7542,-1.0111,1.5138
14-12-1985,22.74,32.18,14.53,51.38,2.12,96.73,1.3729,-1.6206,-0.5635,1.9797
15-12-1985,23.77,31.44,17.05,46.44,1.76,96.8,1.3971,-1.6544,-0.5787,1.8552
16-12-1985,24.57,31.4,18.44,45.69,1.85,96.75,1.2243,-1.7317,-0.789,1.9379
17-12-1985,24.13,30.48,17.8,50.62,1.11,96.82,1.1716,-1.6753,-0.7731,1.0035
18-12-1985,23.21,31.63,16.3,49.62,1.74,96.89,1.3107,-1.6664,-0.6571,1.6914
19-12-1985,22.14,31.23,14.97,48.25,2.16,96.81,1.3366,-1.7057,-0.6765,2.0979
20-12-1985,21.32,31.07,13.62,31.69,2.06,96.94,1.3746,-1.9765,-0.918,2.6127
21-12-1985,20.3,30.55,12.4,31.31,2.46,97.14,1.4092,-1.9748,-0.8897,3.0482
22-12-1985,20.38,30.34,11.94,34.62,1.84,97.12,1.4394,-1.8894,-0.7811,2.2222
23-12-1985,20.37,30.87,11.39,36.31,1.62,96.9,1.4057,-1.8837,-0.8013,1.9116
24-12-1985,20.52,30.3,11.38,36.81,1.35,96.79,1.2312,-1.9645,-1.0165,1.506
25-12-1985,20.93,31.58,11.51,32.5,1.73,96.78,1.2692,-2.0233,-1.046,2.1345
26-12-1985,21.4,30.55,13.51,32.06,2.23,96.68,1.1595,-2.0908,-1.198,2.6954
27-12-1985,21.26,29.65,15.03,51.31,2.59,96.67,1.3003,-1.7021,-0.7009,2.2478
28-12-1985,19.82,29.87,12.37,24.69,2.2,96.88,1.3288,-2.1572,-1.134,2.9393
29-12-1985,19.39,30.53,9.95,21.31,1.59,96.95,1.3582,-2.1977,-1.1518,2.2426
30-12-1985,18.68,29.24,9.74,31.06,1.82,97.01,1.404,-1.9898,-0.9087,2.2172
31-12-1985,19.33,29.2,9.91,30.56,1.84,96.9,1.366,-2.0037,-0.9518,2.2491
01-01-1986,19.25,29.35,10.36,28.81,1.67,96.77,1.3548,-2.0528,-1.0096,2.0993
02-01-1986,18.01,28.17,9.95,31.06,2.96,96.84,1.3668,-2.025,-0.9725,3.3425
03-01-1986,16.4,22.19,12.15,28.69,3.04,97.05,1.3807,-2.0422,-0.979,3.2048
04-01-1986,18.42,28.81,10.19,25.44,1.91,96.95,1.3668,-2.125,-1.0726,2.4741
05-01-1986,18.46,29.5,8.99,22.5,1.97,96.82,1.3694,-2.1745,-1.12,2.6575
06-01-1986,18.61,29.43,8.25,23.06,1.71,96.81,1.328,-2.1779,-1.1554,2.2793
07-01-1986,18.47,29.76,8.59,20.94,1.79,96.79,1.3755,-2.2045,-1.1454,2.4777
08-01-1986,18.69,29.04,9.34,23.69,1.65,96.73,1.4152,-2.1205,-1.0307,2.2088
09-01-1986,20.11,30.23,11.31,27.19,1.95,96.78,1.4532,-2.0364,-0.9174,2.5793
10-01-1986,21.0,30.33,12.62,28.94,2.4,96.79,1.4619,-1.991,-0.8653,3.0869
11-01-1986,20.95,30.46,14.0,27.12,2.28,96.62,1.4196,-2.0752,-0.9822,3.0301
12-01-1986,20.71,30.02,12.0,26.06,1.48,96.68,1.398,-2.0875,-1.0111,1.986
13-01-1986,20.13,29.14,12.31,31.62,2.77,96.94,1.328,-2.0386,-1.0161,3.2457
14-01-1986,19.89,28.99,11.55,36.56,2.08,96.87,1.3383,-1.9485,-0.9179,2.3118
15-01-1986,20.71,28.48,12.28,39.56,1.58,96.8,1.2995,-1.8938,-0.8932,1.6796
16-01-1986,20.99,28.83,12.42,37.19,1.14,96.77,1.417,-1.8677,-0.7766,1.2875
17-01-1986,20.75,30.01,14.37,25.31,1.84,96.69,1.4334,-2.1265,-1.0228,2.5244
18-01-1986,20.52,29.64,11.53,24.19,1.61,96.72,1.4809,-2.0876,-0.9473,2.219
19-01-1986,20.8,29.26,10.99,35.12,1.97,96.61,1.442,-1.8943,-0.7839,2.2864
20-01-1986,20.31,27.81,13.57,40.06,1.73,96.76,1.5129,-1.8091,-0.6442,1.8782
21-01-1986,20.69,29.28,11.75,35.88,1.58,96.92,1.5224,-1.8582,-0.686,1.8674
22-01-1986,22.42,31.3,14.92,31.62,1.52,96.93,1.3954,-2.0108,-0.9364,1.9672
23-01-1986,22.62,31.8,15.58,27.38,1.63,96.9,1.3859,-2.1154,-1.0483,2.2516
24-01-1986,22.19,31.27,13.5,27.75,1.84,96.88,1.4213,-2.0712,-0.9768,2.4896
25-01-1986,22.12,31.75,14.08,33.0,1.88,96.78,1.3357,-2.0354,-1.0069,2.3536
26-01-1986,21.19,30.36,14.14,25.06,2.52,96.77,1.525,-2.1013,-0.9271,3.4333
27-01-1986,22.44,31.33,12.8,31.69,2.3,96.76,1.5612,-1.9119,-0.7097,2.9447
28-01-1986,24.3,31.31,18.05,30.19,1.67,96.65,1.6675,-1.8817,-0.5977,2.3524
29-01-1986,22.69,31.32,15.75,26.56,2.02,96.64,1.5837,-2.0364,-0.8169,2.8511
30-01-1986,20.07,29.58,12.71,15.44,2.55,96.62,1.639,-2.2612,-0.9992,3.8257
31-01-1986,19.37,28.76,11.05,36.0,2.14,96.54,1.6105,-1.8816,-0.6415,2.4386
01-02-1986,19.91,29.48,11.4,33.19,1.89,96.51,1.3893,-2.0443,-0.9745,2.2322
02-02-1986,20.86,31.13,11.59,25.75,1.52,96.64,1.4619,-2.1443,-1.0187,2.0784
03-02-1986,22.54,33.08,13.58,20.62,2.03,96.65,1.4878,-2.2538,-1.1082,3.0773
04-02-1986,22.92,32.7,14.84,22.56,2.19,96.63,1.5725,-2.1618,-0.951,3.2652
05-02-1986,22.63,31.8,14.9,26.94,2.66,96.64,1.5837,-2.0602,-0.8408,3.6332
06-02-1986,22.48,30.92,14.51,30.56,2.11,96.65,1.652,-1.9437,-0.6716,2.7921
07-02-1986,23.33,31.88,15.92,37.31,2.69,96.54,1.506,-1.8908,-0.7313,3.1727
08-02-1986,22.94,30.32,16.36,50.5,3.59,96.6,1.3452,-1.7384,-0.7025,3.0923
09-02-1986,22.34,29.98,16.42,48.69,2.58,96.63,1.4774,-1.7401,-0.6024,2.4355
10-02-1986,20.55,29.88,12.19,30.81,2.02,96.74,1.5552,-2.0319,-0.8344,2.5428
11-02-1986,21.01,30.07,12.35,36.44,1.8,96.7,1.5051,-1.9496,-0.7907,2.0998
12-02-1986,21.69,31.41,13.4,53.06,1.66,96.5,1.4273,-1.721,-0.6219,1.4625
13-02-1986,21.43,31.08,13.58,40.5,1.84,96.57,1.5129,-1.8969,-0.732,2.0563
14-02-1986,21.13,30.52,13.07,43.19,2.03,96.63,1.5993,-1.8167,-0.5853,2.1571
15-02-1986,20.63,29.51,12.89,44.56,2.04,96.67,1.6165,-1.7974,-0.5526,2.0813
16-02-1986,21.97,30.86,12.76,40.75,2.05,96.54,1.5543,-1.8508,-0.654,2.2688
17-02-1986,22.98,30.6,15.43,38.62,1.86,96.66,1.7781,-1.7762,-0.4071,2.2516
18-02-1986,23.86,32.08,16.19,38.19,1.28,96.82,1.7012,-1.8142,-0.5043,1.6142
19-02-1986,24.9,33.26,16.01,36.75,2.0,96.71,1.6736,-1.8274,-0.5388,2.562
20-02-1986,26.15,34.5,19.89,28.75,2.31,96.55,1.3789,-2.1592,-1.0974,3.2948
21-02-1986,23.67,33.19,14.74,30.25,2.77,96.7,1.4628,-2.1034,-0.9771,3.6343
22-02-1986,22.76,31.8,14.94,34.94,2.83,96.69,1.671,-1.9332,-0.6466,3.442
23-02-1986,22.08,31.45,13.4,28.25,2.6,96.66,1.7824,-2.0157,-0.6432,3.4864
24-02-1986,22.87,32.51,14.05,27.75,2.33,96.6,1.7868,-2.0253,-0.6495,3.2601
25-02-1986,24.18,32.61,16.27,44.06,1.76,96.59,1.7669,-1.7042,-0.3437,2.0287
26-02-1986,23.88,30.26,19.13,51.81,2.94,96.65,1.7531,-1.5998,-0.2499,2.7132
27-02-1986,25.95,33.97,18.51,46.56,2.45,96.47,1.8248,-1.599,-0.1939,2.7352
28-02-1986,24.9,35.26,16.31,38.25,2.55,96.38,1.614,-1.8904,-0.6476,3.168
01-03-1986,24.17,34.26,15.04,35.0,1.83,96.46,1.6468,-1.9504,-0.6823,2.4028
02-03-1986,23.89,33.54,15.32,38.5,2.77,96.68,1.7038,-1.8664,-0.5545,3.3127
03-03-1986,24.31,33.8,16.06,26.06,2.62,96.79,1.7703,-2.0977,-0.7345,3.8153
04-03-1986,25.42,34.54,17.01,25.19,1.87,96.69,1.6606,-2.1576,-0.8789,2.8498
05-03-1986,27.05,35.45,18.3,33.12,2.34,96.52,1.3902,-2.0418,-0.9714,3.1619
06-03-1986,28.83,37.33,21.34,32.5,2.52,96.42,1.9509,-1.8052,-0.303,3.7627
07-03-1986,27.77,37.27,18.9,27.62,1.73,96.44,1.9742,-1.9379,-0.4178,2.8042
08-03-1986,28.44,38.02,19.81,23.38,1.81,96.41,1.9734,-2.0515,-0.532,3.1144
09-03-1986,29.01,39.17,18.66,25.25,1.77,96.41,1.957,-1.9917,-0.4848,3.0135
10-03-1986,28.8,39.09,19.15,18.25,2.36,96.4,1.741,-2.327,-0.9864,4.1694
11-03-1986,27.99,37.06,19.9,22.75,2.2,96.42,1.5967,-2.2621,-1.0327,3.5769
12-03-1986,27.3,36.96,20.14,17.56,2.27,96.42,1.626,-2.4475,-1.1955,3.8999
13-03-1986,28.05,37.3,17.94,11.38,1.68,96.4,1.868,-2.5063,-1.068,3.167
14-03-1986,27.88,36.46,20.4,17.94,2.56,96.27,1.9855,-2.2422,-0.7134,4.4553
15-03-1986,25.85,35.01,19.05,19.06,3.93,96.26,2.0209,-2.221,-0.6649,6.1325
16-03-1986,24.73,35.79,14.86,13.0,2.31,96.31,1.9924,-2.4117,-0.8776,4.0891
17-03-1986,25.87,37.77,14.78,12.31,2.35,96.32,2.0952,-2.392,-0.7786,4.3431
18-03-1986,27.56,37.12,18.77,19.25,2.95,96.26,2.1548,-2.1401,-0.4809,5.0214
19-03-1986,26.73,36.23,18.82,24.19,3.29,96.17,2.1436,-2.0304,-0.3799,5.114
20-03-1986,25.42,35.69,15.79,14.88,1.88,96.26,2.1228,-2.2991,-0.6645,3.3714
21-03-1986,26.51,37.0,16.12,13.44,2.1,96.33,2.0917,-2.3637,-0.7531,3.8597
22-03-1986,27.51,36.14,18.87,28.12,3.96,96.25,1.995,-1.9747,-0.4385,5.6205
23-03-1986,27.24,36.7,18.44,26.06,3.27,96.25,1.9967,-2.0445,-0.5071,4.9565
24-03-1986,26.75,36.4,18.02,21.44,2.68,96.29,2.0451,-2.1609,-0.5862,4.3977
25-03-1986,27.08,36.73,17.65,18.44,2.8,96.4,2.1393,-2.1988,-0.5515,4.7776
26-03-1986,27.89,38.21,18.49,14.19,3.57,96.62,2.173,-2.3363,-0.6631,6.3317
27-03-1986,29.9,40.67,19.12,13.75,2.53,96.61,2.1652,-2.3512,-0.684,4.9056
28-03-1986,30.69,41.18,20.73,12.88,2.08,96.36,2.1099,-2.4251,-0.8005,4.1566
29-03-1986,30.91,40.47,22.22,13.62,3.43,96.18,1.9794,-2.4636,-0.9394,6.4192
30-03-1986,28.59,38.03,20.24,20.44,3.81,96.29,1.9561,-2.2408,-0.7346,6.2018
31-03-1986,26.31,35.3,18.44,20.0,3.77,96.28,1.9682,-2.266,-0.7505,5.8451
01-04-1986,26.89,36.98,16.79,24.75,2.6,96.26,2.1367,-2.051,-0.4057,4.1513
02-04-1986,27.69,37.19,18.37,24.19,3.2,96.31,2.3034,-1.9932,-0.2196,5.109
03-04-1986,28.64,38.65,18.08,13.06,2.38,96.34,2.2412,-2.3596,-0.6338,4.5364
04-04-1986,29.33,39.19,20.8,12.88,3.23,96.48,2.2706,-2.3843,-0.636,6.0808
05-04-1986,28.63,39.68,18.14,6.81,2.53,96.48,2.395,-2.5819,-0.7378,5.1951
06-04-1986,30.48,40.44,18.55,7.06,1.58,96.35,2.2257,-2.6437,-0.9299,3.3212
07-04-1986,32.62,42.71,22.18,11.5,2.2,96.2,2.0762,-2.5319,-0.9333,4.5297
08-04-1986,33.91,43.15,24.64,16.31,3.6,96.1,1.9405,-2.3682,-0.8739,6.8276
09-04-1986,33.28,41.47,24.8,17.81,3.82,96.15,2.0503,-2.2598,-0.6811,6.9661
10-04-1986,31.9,39.78,24.56,20.94,3.39,96.31,2.0917,-2.1537,-0.5431,5.9447
11-04-1986,33.03,42.24,24.65,19.94,3.51,96.34,2.1626,-2.1551,-0.4899,6.4204
12-04-1986,33.65,42.64,24.61,15.94,3.42,96.24,2.2879,-2.2462,-0.4845,6.6336
13-04-1986,33.62,42.56,25.45,18.12,3.18,96.15,2.3665,-2.1376,-0.3154,6.1269
14-04-1986,34.31,42.59,25.3,18.31,3.25,96.3,2.2239,-2.1626,-0.4502,6.2028
15-04-1986,34.65,43.67,26.05,13.62,4.16,96.33,2.2775,-2.3643,-0.6107,8.1913
16-04-1986,34.1,43.47,24.4,12.38,4.03,96.19,2.3414,-2.391,-0.5881,7.998
17-04-1986,33.59,42.96,24.39,12.38,4.1,95.91,2.192,-2.4712,-0.7834,7.9848
18-04-1986,31.65,40.04,22.51,28.0,4.16,95.93,2.1108,-1.9237,-0.2984,6.4018
19-04-1986,31.17,39.05,24.1,28.5,3.62,96.12,2.0624,-1.956,-0.368,5.6361
20-04-1986,33.29,42.69,23.52,18.94,2.89,96.01,2.2948,-2.1455,-0.3785,5.5112
21-04-1986,34.19,43.48,23.95,15.25,2.92,95.96,2.2922,-2.2845,-0.5195,5.8486
22-04-1986,34.85,44.55,24.58,14.81,3.96,96.0,2.4252,-2.2507,-0.3833,7.822
23-04-1986,34.37,43.71,24.49,20.06,4.77,95.92,2.465,-2.0246,-0.1265,8.5141
24-04-1986,31.48,38.71,24.17,29.69,3.99,95.81,2.3648,-1.8076,0.0132,6.0718
25-04-1986,32.71,40.71,24.29,31.19,4.77,95.88,2.3648,-1.732,0.0889,7.067
26-04-1986,32.18,39.9,23.98,29.75,4.62,95.95,2.0503,-1.8937,-0.315,6.8396
27-04-1986,31.97,40.33,23.35,28.44,3.7,95.95,1.9405,-1.9828,-0.4886,5.7812
28-04-1986,32.06,39.9,23.8,27.25,3.84,95.88,2.2585,-1.9074,-0.1684,6.1317
29-04-1986,32.96,41.36,23.65,25.81,3.05,95.84,1.9319,-2.0445,-0.5569,5.1409
30-04-1986,34.11,42.35,24.3,12.62,2.38,95.93,2.1306,-2.488,-0.8474,4.869
01-05-1986,35.15,43.6,26.09,11.81,1.8,95.99,1.9941,-2.6055,-1.07,3.7784
02-05-1986,35.48,42.28,28.19,18.25,2.41,95.93,2.4659,-2.0935,-0.1948,4.8834
03-05-1986,35.56,43.35,27.65,16.31,4.66,95.96,2.4287,-2.2003,-0.3302,8.8239
04-05-1986,33.95,42.86,25.29,11.0,3.62,96.03,2.2265,-2.5662,-0.8518,7.3131
05-05-1986,34.12,43.5,23.45,9.38,3.05,95.96,2.1462,-2.6739,-1.0214,6.35
06-05-1986,34.51,43.55,25.67,10.75,4.1,95.91,2.122,-2.6311,-0.9971,8.2023
07-05-1986,34.3,43.8,24.17,15.0,4.72,95.85,1.9777,-2.4638,-0.9409,8.748
08-05-1986,34.46,44.55,23.65,23.25,4.8,95.89,1.9077,-2.1307,-0.6618,8.1228
09-05-1986,34.58,43.4,25.25,26.31,5.04,95.91,1.9164,-2.0072,-0.5316,8.0893
10-05-1986,33.77,42.3,25.31,28.94,4.91,95.85,2.3501,-1.8037,0.0059,7.6578
11-05-1986,32.79,41.47,24.11,34.88,4.97,95.87,2.2473,-1.6868,0.0436,6.9582
12-05-1986,33.43,42.64,24.4,33.0,4.77,95.97,2.3682,-1.6878,0.1357,7.0905
13-05-1986,34.19,43.51,24.82,31.75,4.64,96.04,2.3587,-1.7027,0.1136,7.1684
14-05-1986,34.23,43.3,25.25,32.94,5.27,95.96,2.2965,-1.6847,0.0836,7.7674
15-05-1986,33.91,43.17,25.14,40.69,5.69,95.84,2.1522,-1.5126,0.1446,7.2775
16-05-1986,33.94,43.8,25.08,42.19,6.7,95.8,2.1289,-1.4811,0.1582,8.0822
17-05-1986,33.51,43.26,24.44,44.19,6.73,95.73,2.1704,-1.4339,0.2373,7.7497
18-05-1986,33.15,43.19,24.18,46.25,7.05,95.6,2.2283,-1.3875,0.3282,7.7113
19-05-1986,33.04,42.45,24.97,45.75,6.7,95.61,2.3846,-1.3695,0.4667,7.4917
20-05-1986,32.97,41.7,24.67,42.12,5.01,95.66,2.3,-1.4785,0.2925,6.3228
21-05-1986,32.78,41.73,23.98,27.06,3.17,95.87,2.262,-1.932,-0.1903,5.3604
22-05-1986,32.77,41.68,23.11,21.81,3.46,96.09,2.2611,-2.1024,-0.3613,6.1248
23-05-1986,33.6,42.48,24.58,22.38,4.05,96.1,2.357,-2.0405,-0.2256,7.106
24-05-1986,33.37,42.36,23.54,25.75,4.7,96.03,2.1635,-1.9854,-0.3196,7.5795
25-05-1986,33.22,41.87,24.74,33.69,5.61,95.97,2.1436,-1.75,-0.0994,7.819
26-05-1986,33.01,41.61,24.19,40.69,5.56,95.9,2.2006,-1.538,0.1565,6.955
27-05-1986,32.37,40.44,24.65,44.81,5.96,95.99,2.2818,-1.4425,0.3146,6.7593
28-05-1986,33.15,40.37,25.32,43.12,4.2,96.13,2.3172,-1.4332,0.3511,5.3824
29-05-1986,33.52,40.41,26.06,41.0,4.2,96.05,2.5142,-1.4234,0.5126,5.6515
30-05-1986,34.62,41.61,26.69,31.69,3.05,95.83,2.2136,-1.7317,-0.0273,4.9765
31-05-1986,34.87,41.66,28.13,29.31,2.13,95.83,2.0909,-1.8515,-0.2415,3.7246
01-06-1986,35.86,42.51,28.71,25.0,2.71,95.96,1.6217,-2.1289,-0.8802,4.7915
02-06-1986,35.94,42.69,28.65,25.38,1.45,95.95,1.626,-2.1089,-0.8568,2.5909
03-06-1986,33.94,40.39,27.51,39.12,4.39,95.84,1.5699,-1.709,-0.5002,5.8064
